repository,local_dir,status,seconds,size_bytes,size_human,timestamp,error
git@github.com:apache/gora.git,/Users/praffulg/Downloads/Neelam paper/cache/repos/apache__gora,cloned,1.7,2156751,2.1MB,2026-09-03T23:36:41,
git@github.com:apache/griffin.git,/Users/praffulg/Downloads/Neelam paper/cache/repos/apache__griffin,cloned,1.5,1618859,1.5MB,2026-09-03T23:36:43,
git@github.com:apache/groovy.git,/Users/praffulg/Downloads/Neelam paper/cache/repos/apache__groovy,cloned,7.8,51877225,49.5MB,2026-09-03T23:36:50,
git@github.com:apache/hadoop-common.git,/Users/praffulg/Downloads/Neelam paper/cache/repos/apache__hadoop-common,cloned,10.0,57114808,54.5MB,2026-09-03T23:37:00,
git@github.com:apache/hadoop-hdfs.git,/Users/praffulg/Downloads/Neelam paper/cache/repos/apache__hadoop-hdfs,cloned,1.9,2383614,2.3MB,2026-09-03T23:37:02,
git@github.com:apache/hadoop-mapreduce.git,/Users/praffulg/Downloads/Neelam paper/cache/repos/apache__hadoop-mapreduce,cloned,5.6,2966515,2.8MB,2026-09-03T23:37:08,
git@github.com:apache/hadoop.git,/Users/praffulg/Downloads/Neelam paper/cache/repos/apache__hadoop,cloned,36.3,181883959,173.5MB,2026-09-03T23:37:44,
git@github.com:apache/hama.git,/Users/praffulg/Downloads/Neelam paper/cache/repos/apache__hama,cloned,2.0,2258177,2.2MB,2026-09-03T23:37:46,
git@github.com:apache/hbase.git,/Users/praffulg/Downloads/Neelam paper/cache/repos/apache__hbase,cloned,25.9,123124027,117.4MB,2026-09-03T23:38:12,
git@github.com:apache/helix.git,/Users/praffulg/Downloads/Neelam paper/cache/repos/apache__helix,cloned,2.5,9867734,9.4MB,2026-09-03T23:38:15,
git@github.com:apache/hive.git,/Users/praffulg/Downloads/Neelam paper/cache/repos/apache__hive,cloned,34.7,163115305,155.6MB,2026-09-03T23:38:49,
git@github.com:apache/httpcomponents-client.git,/Users/praffulg/Downloads/Neelam paper/cache/repos/apache__httpcomponents-client,cloned,14.3,9290945,8.9MB,2026-09-03T23:39:03,
git@github.com:apache/httpcomponents-core.git,/Users/praffulg/Downloads/Neelam paper/cache/repos/apache__httpcomponents-core,cloned,2.3,9391574,9.0MB,2026-09-03T23:39:06,
git@github.com:apache/ignite.git,/Users/praffulg/Downloads/Neelam paper/cache/repos/apache__ignite,cloned,101.9,113632733,108.4MB,2026-09-03T23:40:48,
git@github.com:apache/incubator-ambari.git,/Users/praffulg/Downloads/Neelam paper/cache/repos/apache__incubator-ambari,cloned,2.7,6505393,6.2MB,2026-09-03T23:40:50,
git@github.com:apache/incubator-atlas.git,/Users/praffulg/Downloads/Neelam paper/cache/repos/apache__incubator-atlas,cloned,1.8,4215292,4.0MB,2026-09-03T23:40:52,
git@github.com:apache/incubator-batchee.git,/Users/praffulg/Downloads/Neelam paper/cache/repos/apache__incubator-batchee,cloned,1.3,544533,531.8KB,2026-09-03T23:40:53,
git@github.com:apache/incubator-brooklyn.git,/Users/praffulg/Downloads/Neelam paper/cache/repos/apache__incubator-brooklyn,cloned,10.3,22898411,21.8MB,2026-09-03T23:41:04,
git@github.com:apache/incubator-druid.git,/Users/praffulg/Downloads/Neelam paper/cache/repos/apache__incubator-druid,cloned,14.2,63130812,60.2MB,2026-09-03T23:41:18,
git@github.com:apache/incubator-dubbo.git,/Users/praffulg/Downloads/Neelam paper/cache/repos/apache__incubator-dubbo,cloned,4.4,28750581,27.4MB,2026-09-03T23:41:22,
git@github.com:apache/incubator-edgent.git,/Users/praffulg/Downloads/Neelam paper/cache/repos/apache__incubator-edgent,cloned,1.6,2284525,2.2MB,2026-09-03T23:41:24,
git@github.com:apache/incubator-gobblin.git,/Users/praffulg/Downloads/Neelam paper/cache/repos/apache__incubator-gobblin,cloned,3.8,14777499,14.1MB,2026-09-03T23:41:28,
git@github.com:apache/incubator-heron.git,/Users/praffulg/Downloads/Neelam paper/cache/repos/apache__incubator-heron,cloned,4.2,9206847,8.8MB,2026-09-03T23:41:32,
git@github.com:apache/incubator-hivemall.git,/Users/praffulg/Downloads/Neelam paper/cache/repos/apache__incubator-hivemall,cloned,1.5,2342739,2.2MB,2026-09-03T23:41:33,
git@github.com:apache/incubator-hudi.git,/Users/praffulg/Downloads/Neelam paper/cache/repos/apache__incubator-hudi,cloned,49.1,295748604,282.0MB,2026-09-03T23:42:23,
git@github.com:apache/incubator-myriad.git,/Users/praffulg/Downloads/Neelam paper/cache/repos/apache__incubator-myriad,cloned,1.3,555944,542.9KB,2026-09-03T23:42:24,
git@github.com:apache/incubator-netbeans-html4j.git,/Users/praffulg/Downloads/Neelam paper/cache/repos/apache__incubator-netbeans-html4j,cloned,1.9,2217590,2.1MB,2026-09-03T23:42:26,
git@github.com:apache/incubator-omid.git,/Users/praffulg/Downloads/Neelam paper/cache/repos/apache__incubator-omid,cloned,1.7,2711018,2.6MB,2026-09-03T23:42:27,
git@github.com:apache/incubator-pinot.git,/Users/praffulg/Downloads/Neelam paper/cache/repos/apache__incubator-pinot,cloned,6.7,50032576,47.7MB,2026-09-03T23:42:34,
git@github.com:apache/incubator-plc4x.git,/Users/praffulg/Downloads/Neelam paper/cache/repos/apache__incubator-plc4x,cloned,5.9,31460443,30.0MB,2026-09-03T23:42:40,
git@github.com:apache/incubator-ratis.git,/Users/praffulg/Downloads/Neelam paper/cache/repos/apache__incubator-ratis,cloned,6.7,6487162,6.2MB,2026-09-03T23:42:47,
git@github.com:apache/incubator-rya.git,/Users/praffulg/Downloads/Neelam paper/cache/repos/apache__incubator-rya,cloned,3.6,2058988,2.0MB,2026-09-03T23:42:50,
git@github.com:apache/incubator-samoa.git,/Users/praffulg/Downloads/Neelam paper/cache/repos/apache__incubator-samoa,cloned,1.3,431167,421.1KB,2026-09-03T23:42:52,
git@github.com:apache/incubator-sentry.git,/Users/praffulg/Downloads/Neelam paper/cache/repos/apache__incubator-sentry,cloned,1.6,2091415,2.0MB,2026-09-03T23:42:53,
git@github.com:apache/incubator-shardingsphere.git,/Users/praffulg/Downloads/Neelam paper/cache/repos/apache__incubator-shardingsphere,cloned,51.2,181711322,173.3MB,2026-09-03T23:43:44,
git@github.com:apache/incubator-skywalking.git,/Users/praffulg/Downloads/Neelam paper/cache/repos/apache__incubator-skywalking,cloned,14.9,28495834,27.2MB,2026-09-03T23:43:59,
git@github.com:apache/incubator-taverna-common-activities.git,/Users/praffulg/Downloads/Neelam paper/cache/repos/apache__incubator-taverna-common-activities,cloned,2.1,1086005,1.0MB,2026-09-03T23:44:01,
git@github.com:apache/incubator-taverna-engine.git,/Users/praffulg/Downloads/Neelam paper/cache/repos/apache__incubator-taverna-engine,cloned,1.7,2872146,2.7MB,2026-09-03T23:44:03,
git@github.com:apache/incubator-taverna-workbench.git,/Users/praffulg/Downloads/Neelam paper/cache/repos/apache__incubator-taverna-workbench,cloned,2.2,4389486,4.2MB,2026-09-03T23:44:05,
git@github.com:apache/incubator-tez.git,/Users/praffulg/Downloads/Neelam paper/cache/repos/apache__incubator-tez,cloned,1.7,2327219,2.2MB,2026-09-03T23:44:07,
git@github.com:apache/isis.git,/Users/praffulg/Downloads/Neelam paper/cache/repos/apache__isis,cloned,36.6,98275205,93.7MB,2026-09-03T23:44:43,
git@github.com:apache/jackrabbit-oak.git,/Users/praffulg/Downloads/Neelam paper/cache/repos/apache__jackrabbit-oak,cloned,25.7,52423524,50.0MB,2026-09-03T23:45:09,
git@github.com:apache/jackrabbit.git,/Users/praffulg/Downloads/Neelam paper/cache/repos/apache__jackrabbit,cloned,5.3,19939968,19.0MB,2026-09-03T23:45:14,
git@github.com:apache/james-mime4j.git,/Users/praffulg/Downloads/Neelam paper/cache/repos/apache__james-mime4j,cloned,2.1,1886065,1.8MB,2026-09-03T23:45:17,
git@github.com:apache/james-project.git,/Users/praffulg/Downloads/Neelam paper/cache/repos/apache__james-project,cloned,8.8,52044177,49.6MB,2026-09-03T23:45:25,
git@github.com:apache/jclouds.git,/Users/praffulg/Downloads/Neelam paper/cache/repos/apache__jclouds,cloned,12.1,33913419,32.3MB,2026-09-03T23:45:37,
git@github.com:apache/jena.git,/Users/praffulg/Downloads/Neelam paper/cache/repos/apache__jena,cloned,19.5,39984586,38.1MB,2026-09-03T23:45:57,
git@github.com:apache/jmeter.git,/Users/praffulg/Downloads/Neelam paper/cache/repos/apache__jmeter,cloned,19.8,28620800,27.3MB,2026-09-03T23:46:17,
git@github.com:apache/joshua.git,/Users/praffulg/Downloads/Neelam paper/cache/repos/apache__joshua,cloned,3.3,3717392,3.5MB,2026-09-03T23:46:20,
git@github.com:apache/jspwiki.git,/Users/praffulg/Downloads/Neelam paper/cache/repos/apache__jspwiki,cloned,2.9,10925906,10.4MB,2026-09-03T23:46:23,
git@github.com:apache/juneau.git,/Users/praffulg/Downloads/Neelam paper/cache/repos/apache__juneau,cloned,11.3,32767219,31.2MB,2026-09-03T23:46:34,
git@github.com:apache/kafka.git,/Users/praffulg/Downloads/Neelam paper/cache/repos/apache__kafka,cloned,12.4,76629971,73.1MB,2026-09-03T23:46:47,
git@github.com:apache/karaf-cellar.git,/Users/praffulg/Downloads/Neelam paper/cache/repos/apache__karaf-cellar,cloned,1.6,2718286,2.6MB,2026-09-03T23:46:48,
git@github.com:apache/karaf.git,/Users/praffulg/Downloads/Neelam paper/cache/repos/apache__karaf,cloned,5.2,35590948,33.9MB,2026-09-03T23:46:54,
git@github.com:apache/knox.git,/Users/praffulg/Downloads/Neelam paper/cache/repos/apache__knox,cloned,2.9,10145472,9.7MB,2026-09-03T23:46:56,
git@github.com:apache/kylin.git,/Users/praffulg/Downloads/Neelam paper/cache/repos/apache__kylin,cloned,23.8,27880671,26.6MB,2026-09-03T23:47:20,
git@github.com:apache/lens.git,/Users/praffulg/Downloads/Neelam paper/cache/repos/apache__lens,cloned,2.2,5176175,4.9MB,2026-09-03T23:47:22,
git@github.com:apache/log4j.git,/Users/praffulg/Downloads/Neelam paper/cache/repos/apache__log4j,cloned,2.1,4126394,3.9MB,2026-09-03T23:47:25,
git@github.com:apache/logging-chainsaw.git,/Users/praffulg/Downloads/Neelam paper/cache/repos/apache__logging-chainsaw,cloned,1.9,1635408,1.6MB,2026-09-03T23:47:26,
git@github.com:apache/logging-log4j-audit.git,/Users/praffulg/Downloads/Neelam paper/cache/repos/apache__logging-log4j-audit,cloned,1.4,521860,509.6KB,2026-09-03T23:47:28,
git@github.com:apache/logging-log4j2.git,/Users/praffulg/Downloads/Neelam paper/cache/repos/apache__logging-log4j2,cloned,7.8,40086634,38.2MB,2026-09-03T23:47:36,
git@github.com:apache/lucene-solr.git,/Users/praffulg/Downloads/Neelam paper/cache/repos/apache__lucene-solr,cloned,18.4,125228175,119.4MB,2026-09-03T23:47:54,
git@github.com:apache/mahout.git,/Users/praffulg/Downloads/Neelam paper/cache/repos/apache__mahout,cloned,11.7,12234234,11.7MB,2026-09-03T23:48:06,
git@github.com:apache/manifoldcf.git,/Users/praffulg/Downloads/Neelam paper/cache/repos/apache__manifoldcf,cloned,4.2,11287074,10.8MB,2026-09-03T23:48:10,
git@github.com:apache/marmotta.git,/Users/praffulg/Downloads/Neelam paper/cache/repos/apache__marmotta,cloned,3.7,5434276,5.2MB,2026-09-03T23:48:13,
git@github.com:apache/maven-archetype.git,/Users/praffulg/Downloads/Neelam paper/cache/repos/apache__maven-archetype,cloned,1.5,2426755,2.3MB,2026-09-03T23:48:15,
git@github.com:apache/maven-checkstyle-plugin.git,/Users/praffulg/Downloads/Neelam paper/cache/repos/apache__maven-checkstyle-plugin,cloned,1.3,925052,903.4KB,2026-09-03T23:48:16,
git@github.com:apache/maven-compiler-plugin.git,/Users/praffulg/Downloads/Neelam paper/cache/repos/apache__maven-compiler-plugin,cloned,1.5,1463824,1.4MB,2026-09-03T23:48:18,
git@github.com:apache/maven-indexer.git,/Users/praffulg/Downloads/Neelam paper/cache/repos/apache__maven-indexer,cloned,1.3,1086891,1.0MB,2026-09-03T23:48:19,
git@github.com:apache/maven-javadoc-plugin.git,/Users/praffulg/Downloads/Neelam paper/cache/repos/apache__maven-javadoc-plugin,cloned,1.5,2084817,2.0MB,2026-09-03T23:48:21,
git@github.com:apache/maven-plugins.git,/Users/praffulg/Downloads/Neelam paper/cache/repos/apache__maven-plugins,cloned,5.3,29937990,28.6MB,2026-09-03T23:48:26,
git@github.com:apache/maven-resolver.git,/Users/praffulg/Downloads/Neelam paper/cache/repos/apache__maven-resolver,cloned,2.1,5036199,4.8MB,2026-09-03T23:48:28,
git@github.com:apache/maven-scm.git,/Users/praffulg/Downloads/Neelam paper/cache/repos/apache__maven-scm,cloned,2.2,6298349,6.0MB,2026-09-03T23:48:30,
git@github.com:apache/maven-surefire.git,/Users/praffulg/Downloads/Neelam paper/cache/repos/apache__maven-surefire,cloned,3.2,8734460,8.3MB,2026-09-03T23:48:33,
git@github.com:apache/maven.git,/Users/praffulg/Downloads/Neelam paper/cache/repos/apache__maven,cloned,40.8,37074641,35.4MB,2026-09-03T23:49:14,
git@github.com:apache/meecrowave.git,/Users/praffulg/Downloads/Neelam paper/cache/repos/apache__meecrowave,cloned,1.5,1100827,1.0MB,2026-09-03T23:49:16,
git@github.com:apache/metamodel.git,/Users/praffulg/Downloads/Neelam paper/cache/repos/apache__metamodel,cloned,1.4,1827475,1.7MB,2026-09-03T23:49:17,
git@github.com:apache/metron.git,/Users/praffulg/Downloads/Neelam paper/cache/repos/apache__metron,cloned,2.2,5291965,5.0MB,2026-09-03T23:49:19,
git@github.com:apache/mina-sshd.git,/Users/praffulg/Downloads/Neelam paper/cache/repos/apache__mina-sshd,skipped_exists,0,26101273,24.9MB,2026-09-03T23:49:19,
git@github.com:apache/mina.git,/Users/praffulg/Downloads/Neelam paper/cache/repos/apache__mina,cloned,2.1,6608318,6.3MB,2026-09-03T23:49:22,
git@github.com:apache/myfaces-tobago.git,/Users/praffulg/Downloads/Neelam paper/cache/repos/apache__myfaces-tobago,cloned,6.1,31290497,29.8MB,2026-09-03T23:49:28,
git@github.com:apache/nifi-minifi.git,/Users/praffulg/Downloads/Neelam paper/cache/repos/apache__nifi-minifi,skipped_exists,0,5174780,4.9MB,2026-09-03T23:49:28,
git@github.com:apache/nifi-registry.git,/Users/praffulg/Downloads/Neelam paper/cache/repos/apache__nifi-registry,cloned,1.8,1353118,1.3MB,2026-09-03T23:49:30,
git@github.com:apache/nifi.git,/Users/praffulg/Downloads/Neelam paper/cache/repos/apache__nifi,cloned,31.6,67781984,64.6MB,2026-09-03T23:50:01,
git@github.com:apache/nutch.git,/Users/praffulg/Downloads/Neelam paper/cache/repos/apache__nutch,cloned,5.2,6900381,6.6MB,2026-09-03T23:50:06,
git@github.com:apache/ode.git,/Users/praffulg/Downloads/Neelam paper/cache/repos/apache__ode,cloned,2.8,8217231,7.8MB,2026-09-03T23:50:09,
git@github.com:apache/ofbiz-framework.git,/Users/praffulg/Downloads/Neelam paper/cache/repos/apache__ofbiz-framework,skipped_exists,0,242489590,231.3MB,2026-09-03T23:50:09,
git@github.com:apache/ofbiz.git,/Users/praffulg/Downloads/Neelam paper/cache/repos/apache__ofbiz,cloned,13.6,42556771,40.6MB,2026-09-03T23:50:23,
git@github.com:apache/olingo-odata2.git,/Users/praffulg/Downloads/Neelam paper/cache/repos/apache__olingo-odata2,cloned,1.5,2765554,2.6MB,2026-09-03T23:50:24,
git@github.com:apache/olingo-odata4.git,/Users/praffulg/Downloads/Neelam paper/cache/repos/apache__olingo-odata4,cloned,2.5,7582370,7.2MB,2026-09-03T23:50:27,
git@github.com:apache/oodt.git,/Users/praffulg/Downloads/Neelam paper/cache/repos/apache__oodt,cloned,2.3,6066183,5.8MB,2026-09-03T23:50:29,
git@github.com:apache/oozie.git,/Users/praffulg/Downloads/Neelam paper/cache/repos/apache__oozie,cloned,6.0,6517611,6.2MB,2026-09-03T23:50:35,
git@github.com:apache/openejb.git,/Users/praffulg/Downloads/Neelam paper/cache/repos/apache__openejb,cloned,5.0,22761465,21.7MB,2026-09-03T23:50:40,
git@github.com:apache/openjpa.git,/Users/praffulg/Downloads/Neelam paper/cache/repos/apache__openjpa,cloned,5.2,14746749,14.1MB,2026-09-03T23:50:45,
git@github.com:apache/openmeetings.git,/Users/praffulg/Downloads/Neelam paper/cache/repos/apache__openmeetings,cloned,3.0,11567429,11.0MB,2026-09-03T23:50:48,
git@github.com:apache/opennlp-sandbox.git,/Users/praffulg/Downloads/Neelam paper/cache/repos/apache__opennlp-sandbox,cloned,1.5,2280910,2.2MB,2026-09-03T23:50:50,
git@github.com:apache/opennlp.git,/Users/praffulg/Downloads/Neelam paper/cache/repos/apache__opennlp,cloned,2.5,6304887,6.0MB,2026-09-03T23:50:52,
git@github.com:apache/openwebbeans.git,/Users/praffulg/Downloads/Neelam paper/cache/repos/apache__openwebbeans,cloned,4.6,9571638,9.1MB,2026-09-03T23:50:57,
git@github.com:apache/parquet-mr.git,/Users/praffulg/Downloads/Neelam paper/cache/repos/apache__parquet-mr,cloned,2.1,6057780,5.8MB,2026-09-03T23:50:59,
git@github.com:apache/pdfbox.git,/Users/praffulg/Downloads/Neelam paper/cache/repos/apache__pdfbox,cloned,5.6,29734130,28.4MB,2026-09-03T23:51:05,
git@github.com:apache/phoenix.git,/Users/praffulg/Downloads/Neelam paper/cache/repos/apache__phoenix,cloned,5.9,32900878,31.4MB,2026-09-03T23:51:10,
git@github.com:apache/pig.git,/Users/praffulg/Downloads/Neelam paper/cache/repos/apache__pig,cloned,2.7,9284692,8.9MB,2026-09-03T23:51:13,
git@github.com:apache/pivot.git,/Users/praffulg/Downloads/Neelam paper/cache/repos/apache__pivot,cloned,2.5,7425753,7.1MB,2026-09-03T23:51:16,
git@github.com:apache/poi.git,/Users/praffulg/Downloads/Neelam paper/cache/repos/apache__poi,skipped_exists,0,438150927,417.9MB,2026-09-03T23:51:16,
git@github.com:apache/portals-pluto.git,/Users/praffulg/Downloads/Neelam paper/cache/repos/apache__portals-pluto,cloned,2.1,5940486,5.7MB,2026-09-03T23:51:18,
git@github.com:apache/pulsar.git,/Users/praffulg/Downloads/Neelam paper/cache/repos/apache__pulsar,cloned,9.6,78648820,75.0MB,2026-09-03T23:51:27,
git@github.com:apache/qpid-broker-j.git,/Users/praffulg/Downloads/Neelam paper/cache/repos/apache__qpid-broker-j,cloned,5.2,22980911,21.9MB,2026-09-03T23:51:33,
git@github.com:apache/qpid-jms.git,/Users/praffulg/Downloads/Neelam paper/cache/repos/apache__qpid-jms,cloned,2.1,3603300,3.4MB,2026-09-03T23:51:35,
git@github.com:apache/qpid-proton-j.git,/Users/praffulg/Downloads/Neelam paper/cache/repos/apache__qpid-proton-j,cloned,1.7,3827242,3.6MB,2026-09-03T23:51:36,
git@github.com:apache/qpid.git,/Users/praffulg/Downloads/Neelam paper/cache/repos/apache__qpid,cloned,8.7,38666211,36.9MB,2026-09-03T23:51:45,
git@github.com:apache/ranger.git,/Users/praffulg/Downloads/Neelam paper/cache/repos/apache__ranger,cloned,3.4,16533297,15.8MB,2026-09-03T23:51:49,
git@github.com:apache/reef.git,/Users/praffulg/Downloads/Neelam paper/cache/repos/apache__reef,cloned,2.1,7609855,7.3MB,2026-09-03T23:51:51,
git@github.com:apache/rocketmq-externals.git,/Users/praffulg/Downloads/Neelam paper/cache/repos/apache__rocketmq-externals,cloned,1.5,1727119,1.6MB,2026-09-03T23:51:52,
git@github.com:apache/rocketmq.git,/Users/praffulg/Downloads/Neelam paper/cache/repos/apache__rocketmq,cloned,3.2,16461672,15.7MB,2026-09-03T23:51:55,
git@github.com:apache/royale-compiler.git,/Users/praffulg/Downloads/Neelam paper/cache/repos/apache__royale-compiler,cloned,2.1,7998754,7.6MB,2026-09-03T23:51:57,
git@github.com:apache/samza.git,/Users/praffulg/Downloads/Neelam paper/cache/repos/apache__samza,cloned,2.0,6826594,6.5MB,2026-09-03T23:51:59,
git@github.com:apache/santuario-java.git,/Users/praffulg/Downloads/Neelam paper/cache/repos/apache__santuario-java,cloned,1.9,4461953,4.3MB,2026-09-03T23:52:01,
git@github.com:apache/sentry.git,/Users/praffulg/Downloads/Neelam paper/cache/repos/apache__sentry,cloned,1.7,4248533,4.1MB,2026-09-03T23:52:03,
git@github.com:apache/servicecomb-java-chassis.git,/Users/praffulg/Downloads/Neelam paper/cache/repos/apache__servicecomb-java-chassis,cloned,3.1,17817266,17.0MB,2026-09-03T23:52:06,
git@github.com:apache/servicemix-bundles.git,/Users/praffulg/Downloads/Neelam paper/cache/repos/apache__servicemix-bundles,cloned,8.4,21914420,20.9MB,2026-09-03T23:52:15,
git@github.com:apache/shindig.git,/Users/praffulg/Downloads/Neelam paper/cache/repos/apache__shindig,cloned,2.7,8050363,7.7MB,2026-09-03T23:52:17,
git@github.com:apache/shiro.git,/Users/praffulg/Downloads/Neelam paper/cache/repos/apache__shiro,cloned,2.5,9533217,9.1MB,2026-09-03T23:52:20,
git@github.com:apache/sis.git,/Users/praffulg/Downloads/Neelam paper/cache/repos/apache__sis,cloned,5.9,35502030,33.9MB,2026-09-03T23:52:26,
git@github.com:apache/sling-org-apache-sling-testing-clients.git,/Users/praffulg/Downloads/Neelam paper/cache/repos/apache__sling-org-apache-sling-testing-clients,cloned,1.2,292599,285.7KB,2026-09-03T23:52:27,
git@github.com:apache/sqoop.git,/Users/praffulg/Downloads/Neelam paper/cache/repos/apache__sqoop,cloned,2.3,4555821,4.3MB,2026-09-03T23:52:29,
git@github.com:apache/stanbol.git,/Users/praffulg/Downloads/Neelam paper/cache/repos/apache__stanbol,cloned,2.7,11507912,11.0MB,2026-09-03T23:52:32,
git@github.com:apache/storm.git,/Users/praffulg/Downloads/Neelam paper/cache/repos/apache__storm,cloned,3.7,20169993,19.2MB,2026-09-03T23:52:36,
git@github.com:apache/streams.git,/Users/praffulg/Downloads/Neelam paper/cache/repos/apache__streams,cloned,3.3,13300919,12.7MB,2026-09-03T23:52:39,
git@github.com:apache/struts-examples.git,/Users/praffulg/Downloads/Neelam paper/cache/repos/apache__struts-examples,cloned,1.5,1562836,1.5MB,2026-09-03T23:52:40,
git@github.com:apache/struts.git,/Users/praffulg/Downloads/Neelam paper/cache/repos/apache__struts,cloned,3.3,17874944,17.0MB,2026-09-03T23:52:44,
git@github.com:apache/struts1.git,/Users/praffulg/Downloads/Neelam paper/cache/repos/apache__struts1,cloned,2.0,5951805,5.7MB,2026-09-03T23:52:46,
git@github.com:apache/syncope.git,/Users/praffulg/Downloads/Neelam paper/cache/repos/apache__syncope,cloned,4.9,36695599,35.0MB,2026-09-03T23:52:51,
git@github.com:apache/systemml.git,/Users/praffulg/Downloads/Neelam paper/cache/repos/apache__systemml,cloned,5.5,22040481,21.0MB,2026-09-03T23:52:56,
git@github.com:apache/tajo.git,/Users/praffulg/Downloads/Neelam paper/cache/repos/apache__tajo,cloned,3.0,9396198,9.0MB,2026-09-03T23:52:59,
git@github.com:apache/tapestry-5.git,/Users/praffulg/Downloads/Neelam paper/cache/repos/apache__tapestry-5,skipped_exists,0,75481450,72.0MB,2026-09-03T23:52:59,
git@github.com:apache/tez.git,/Users/praffulg/Downloads/Neelam paper/cache/repos/apache__tez,cloned,3.0,10359601,9.9MB,2026-09-03T23:53:02,
git@github.com:apache/tika.git,/Users/praffulg/Downloads/Neelam paper/cache/repos/apache__tika,cloned,5.5,28916292,27.6MB,2026-09-03T23:53:08,
git@github.com:apache/tinkerpop.git,/Users/praffulg/Downloads/Neelam paper/cache/repos/apache__tinkerpop,cloned,8.0,43858109,41.8MB,2026-09-03T23:53:16,
git@github.com:apache/tomcat.git,/Users/praffulg/Downloads/Neelam paper/cache/repos/apache__tomcat,cloned,13.2,74031755,70.6MB,2026-09-03T23:53:29,
git@github.com:apache/tomee.git,/Users/praffulg/Downloads/Neelam paper/cache/repos/apache__tomee,cloned,8.7,47573426,45.4MB,2026-09-03T23:53:38,
git@github.com:apache/uima-ruta.git,/Users/praffulg/Downloads/Neelam paper/cache/repos/apache__uima-ruta,cloned,2.0,4130687,3.9MB,2026-09-03T23:53:40,
git@github.com:apache/uima-uimafit.git,/Users/praffulg/Downloads/Neelam paper/cache/repos/apache__uima-uimafit,cloned,1.5,1368797,1.3MB,2026-09-03T23:53:41,
git@github.com:apache/uima-uimaj.git,/Users/praffulg/Downloads/Neelam paper/cache/repos/apache__uima-uimaj,cloned,3.4,12901776,12.3MB,2026-09-03T23:53:44,
git@github.com:apache/unomi.git,/Users/praffulg/Downloads/Neelam paper/cache/repos/apache__unomi,cloned,5.2,8438402,8.0MB,2026-09-03T23:53:50,
git@github.com:apache/usergrid.git,/Users/praffulg/Downloads/Neelam paper/cache/repos/apache__usergrid,cloned,4.1,18428722,17.6MB,2026-09-03T23:53:54,
git@github.com:apache/velocity-engine.git,/Users/praffulg/Downloads/Neelam paper/cache/repos/apache__velocity-engine,cloned,2.6,4754433,4.5MB,2026-09-03T23:53:56,
git@github.com:apache/velocity-tools.git,/Users/praffulg/Downloads/Neelam paper/cache/repos/apache__velocity-tools,cloned,1.5,2115313,2.0MB,2026-09-03T23:53:58,
git@github.com:apache/vxquery.git,/Users/praffulg/Downloads/Neelam paper/cache/repos/apache__vxquery,cloned,1.9,2157419,2.1MB,2026-09-03T23:54:00,
git@github.com:apache/webservices-xmlschema.git,/Users/praffulg/Downloads/Neelam paper/cache/repos/apache__webservices-xmlschema,failed,1.3,0,0.0B,2026-09-03T23:54:01,"Cloning into '/Users/praffulg/Downloads/Neelam paper/cache/repos/apache__webservices-xmlschema'...
remote: Repository not found.
fatal: repository 'https://github.com/apache/webservices-xmlschema.git/' not found"
git@github.com:apache/wicket.git,/Users/praffulg/Downloads/Neelam paper/cache/repos/apache__wicket,cloned,7.5,50819763,48.5MB,2026-09-03T23:54:08,
git@github.com:apache/wss4j.git,/Users/praffulg/Downloads/Neelam paper/cache/repos/apache__wss4j,failed,0.7,0,0.0B,2026-09-03T23:54:09,"Cloning into '/Users/praffulg/Downloads/Neelam paper/cache/repos/apache__wss4j'...
remote: Repository not found.
fatal: repository 'https://github.com/apache/wss4j.git/' not found"
git@github.com:apache/xalan-j.git,/Users/praffulg/Downloads/Neelam paper/cache/repos/apache__xalan-j,cloned,2.7,5993323,5.7MB,2026-09-03T23:54:12,
git@github.com:apache/xml-graphics-commons.git,/Users/praffulg/Downloads/Neelam paper/cache/repos/apache__xml-graphics-commons,cloned,1.6,1045525,1021.0KB,2026-09-03T23:54:14,
git@github.com:apache/xmlbeans.git,/Users/praffulg/Downloads/Neelam paper/cache/repos/apache__xmlbeans,cloned,2.7,3606866,3.4MB,2026-09-03T23:54:16,
git@github.com:apache/zeppelin.git,/Users/praffulg/Downloads/Neelam paper/cache/repos/apache__zeppelin,cloned,3.0,16613130,15.8MB,2026-09-03T23:54:19,
git@github.com:apache/zookeeper.git,/Users/praffulg/Downloads/Neelam paper/cache/repos/apache__zookeeper,cloned,2.7,10625516,10.1MB,2026-09-03T23:54:22,
git@github.com:aws/amazon-kinesis-video-streams-parser-library.git,/Users/praffulg/Downloads/Neelam paper/cache/repos/aws__amazon-kinesis-video-streams-parser-library,cloned,1.1,165418,161.5KB,2026-09-03T23:54:23,
git@github.com:aws/aws-cloudtrail-processing-library.git,/Users/praffulg/Downloads/Neelam paper/cache/repos/aws__aws-cloudtrail-processing-library,cloned,1.2,125113,122.2KB,2026-09-03T23:54:24,
git@github.com:aws/aws-sdk-java-v2.git,/Users/praffulg/Downloads/Neelam paper/cache/repos/aws__aws-sdk-java-v2,cloned,33.0,256033883,244.2MB,2026-09-03T23:54:57,
git@github.com:aws/aws-toolkit-eclipse.git,/Users/praffulg/Downloads/Neelam paper/cache/repos/aws__aws-toolkit-eclipse,cloned,1.4,781554,763.2KB,2026-09-03T23:54:59,
