instance_id,sample_id,smell,severity_consensus,repository,path_at_label,code_name,original_commit_hash,commit_remapped,effective_commit_hash,head_sha_used,n_revisions_observed,persistence_revisions,persistence_days,days_anomalous_negative,censored,death_reason,labelled_commit_date,death_commit,death_commit_date,last_observed_commit,last_observed_commit_date,proxy_method
4745312::data class,4745312,data class,none,git@github.com:apache/incubator-netbeans-html4j.git,boot/src/main/java/org/netbeans/html/boot/impl/FnUtils.java,org.netbeans.html.boot.impl.FnUtils.FindInClass.FindInMethod,7b354fd0de6a8aeba13aab8264de1c974af5d9c0,False,7b354fd0de6a8aeba13aab8264de1c974af5d9c0,13758bb2bd352935b5eda5a39c00e460072caf89,7,1,55,False,False,condition_no_longer_holds,2019-03-10T06:50:15+01:00,998a5086c49ab1a16b1e926c53d0a49a13bb4482,2019-05-04T10:10:31+02:00,3905182c74f3fde279c87aa83b8ece7822cd5d90,2025-01-11T08:53:49+01:00,entity_alive+size_shape_proxy_v1
4745800::feature envy,4745800,feature envy,none,git@github.com:apache/incubator-netbeans-html4j.git,json/src/main/java/org/netbeans/html/json/impl/SimpleList.java,org.netbeans.html.json.impl.SimpleList#checkAccess int,7b354fd0de6a8aeba13aab8264de1c974af5d9c0,False,7b354fd0de6a8aeba13aab8264de1c974af5d9c0,13758bb2bd352935b5eda5a39c00e460072caf89,0,0,0,False,True,right_censored_at_last_observed_revision,2019-03-10T06:50:15+01:00,7b354fd0de6a8aeba13aab8264de1c974af5d9c0,2019-03-10T06:50:15+01:00,7b354fd0de6a8aeba13aab8264de1c974af5d9c0,2019-03-10T06:50:15+01:00,entity_alive+size_shape_proxy_v1
4745800::long method,4745800,long method,none,git@github.com:apache/incubator-netbeans-html4j.git,json/src/main/java/org/netbeans/html/json/impl/SimpleList.java,org.netbeans.html.json.impl.SimpleList#checkAccess int,7b354fd0de6a8aeba13aab8264de1c974af5d9c0,False,7b354fd0de6a8aeba13aab8264de1c974af5d9c0,13758bb2bd352935b5eda5a39c00e460072caf89,0,0,0,False,True,right_censored_at_last_observed_revision,2019-03-10T06:50:15+01:00,7b354fd0de6a8aeba13aab8264de1c974af5d9c0,2019-03-10T06:50:15+01:00,7b354fd0de6a8aeba13aab8264de1c974af5d9c0,2019-03-10T06:50:15+01:00,entity_alive+size_shape_proxy_v1
4747471::blob,4747471,blob,none,git@github.com:apache/incubator-gobblin.git,gobblin-modules/gobblin-metadata/src/main/java/org/apache/gobblin/metadata/types/GlobalMetadataJsonMerger.java,org.apache.gobblin.metadata.types.GlobalMetadataJsonMerger,b0d130757669a5fed7c368d44f23f8a9c0d3ed4a,False,b0d130757669a5fed7c368d44f23f8a9c0d3ed4a,cb6650da4742252b3e18315338596e4ca63ed802,0,0,0,False,True,right_censored_at_last_observed_revision,2019-03-21T12:49:47-07:00,b0d130757669a5fed7c368d44f23f8a9c0d3ed4a,2019-03-21T12:49:47-07:00,b0d130757669a5fed7c368d44f23f8a9c0d3ed4a,2019-03-21T12:49:47-07:00,entity_alive+size_shape_proxy_v1
4747471::data class,4747471,data class,none,git@github.com:apache/incubator-gobblin.git,gobblin-modules/gobblin-metadata/src/main/java/org/apache/gobblin/metadata/types/GlobalMetadataJsonMerger.java,org.apache.gobblin.metadata.types.GlobalMetadataJsonMerger,b0d130757669a5fed7c368d44f23f8a9c0d3ed4a,False,b0d130757669a5fed7c368d44f23f8a9c0d3ed4a,cb6650da4742252b3e18315338596e4ca63ed802,0,0,0,False,True,right_censored_at_last_observed_revision,2019-03-21T12:49:47-07:00,b0d130757669a5fed7c368d44f23f8a9c0d3ed4a,2019-03-21T12:49:47-07:00,b0d130757669a5fed7c368d44f23f8a9c0d3ed4a,2019-03-21T12:49:47-07:00,entity_alive+size_shape_proxy_v1
4747481::blob,4747481,blob,none,git@github.com:apache/incubator-gobblin.git,gobblin-core/src/main/java/org/apache/gobblin/source/workunit/MultiWorkUnitWeightedQueue.java,org.apache.gobblin.source.workunit.MultiWorkUnitWeightedQueue.WeightedMultiWorkUnit,b0d130757669a5fed7c368d44f23f8a9c0d3ed4a,False,b0d130757669a5fed7c368d44f23f8a9c0d3ed4a,cb6650da4742252b3e18315338596e4ca63ed802,0,0,0,False,True,right_censored_at_last_observed_revision,2019-03-21T12:49:47-07:00,b0d130757669a5fed7c368d44f23f8a9c0d3ed4a,2019-03-21T12:49:47-07:00,b0d130757669a5fed7c368d44f23f8a9c0d3ed4a,2019-03-21T12:49:47-07:00,entity_alive+size_shape_proxy_v1
4747481::data class,4747481,data class,none,git@github.com:apache/incubator-gobblin.git,gobblin-core/src/main/java/org/apache/gobblin/source/workunit/MultiWorkUnitWeightedQueue.java,org.apache.gobblin.source.workunit.MultiWorkUnitWeightedQueue.WeightedMultiWorkUnit,b0d130757669a5fed7c368d44f23f8a9c0d3ed4a,False,b0d130757669a5fed7c368d44f23f8a9c0d3ed4a,cb6650da4742252b3e18315338596e4ca63ed802,0,0,0,False,True,right_censored_at_last_observed_revision,2019-03-21T12:49:47-07:00,b0d130757669a5fed7c368d44f23f8a9c0d3ed4a,2019-03-21T12:49:47-07:00,b0d130757669a5fed7c368d44f23f8a9c0d3ed4a,2019-03-21T12:49:47-07:00,entity_alive+size_shape_proxy_v1
4750918::blob,4750918,blob,none,git@github.com:apache/incubator-gobblin.git,gobblin-rest-service/gobblin-rest-server/src/main/java/org/apache/gobblin/rest/JobExecutionInfoResource.java,org.apache.gobblin.rest.JobExecutionInfoResource,b0d130757669a5fed7c368d44f23f8a9c0d3ed4a,False,b0d130757669a5fed7c368d44f23f8a9c0d3ed4a,cb6650da4742252b3e18315338596e4ca63ed802,0,0,0,False,True,right_censored_at_last_observed_revision,2019-03-21T12:49:47-07:00,b0d130757669a5fed7c368d44f23f8a9c0d3ed4a,2019-03-21T12:49:47-07:00,b0d130757669a5fed7c368d44f23f8a9c0d3ed4a,2019-03-21T12:49:47-07:00,entity_alive+size_shape_proxy_v1
4750918::data class,4750918,data class,none,git@github.com:apache/incubator-gobblin.git,gobblin-rest-service/gobblin-rest-server/src/main/java/org/apache/gobblin/rest/JobExecutionInfoResource.java,org.apache.gobblin.rest.JobExecutionInfoResource,b0d130757669a5fed7c368d44f23f8a9c0d3ed4a,False,b0d130757669a5fed7c368d44f23f8a9c0d3ed4a,cb6650da4742252b3e18315338596e4ca63ed802,0,0,0,False,True,right_censored_at_last_observed_revision,2019-03-21T12:49:47-07:00,b0d130757669a5fed7c368d44f23f8a9c0d3ed4a,2019-03-21T12:49:47-07:00,b0d130757669a5fed7c368d44f23f8a9c0d3ed4a,2019-03-21T12:49:47-07:00,entity_alive+size_shape_proxy_v1
4752038::blob,4752038,blob,none,git@github.com:apache/incubator-gobblin.git,gobblin-metrics-libs/gobblin-metrics-base/src/main/java/org/apache/gobblin/metrics/event/TimingEvent.java,org.apache.gobblin.metrics.event.TimingEvent,b0d130757669a5fed7c368d44f23f8a9c0d3ed4a,False,b0d130757669a5fed7c368d44f23f8a9c0d3ed4a,cb6650da4742252b3e18315338596e4ca63ed802,20,1,26,False,False,condition_no_longer_holds,2019-03-21T12:49:47-07:00,946762b323c2a82dc7d7fd5674d7fd4bf57ea281,2019-04-16T19:17:07-07:00,179baac40d09d1542129f6158f46c016e3247fc5,2025-10-07T21:36:37+05:30,entity_alive+size_shape_proxy_v1
4752038::data class,4752038,data class,none,git@github.com:apache/incubator-gobblin.git,gobblin-metrics-libs/gobblin-metrics-base/src/main/java/org/apache/gobblin/metrics/event/TimingEvent.java,org.apache.gobblin.metrics.event.TimingEvent,b0d130757669a5fed7c368d44f23f8a9c0d3ed4a,False,b0d130757669a5fed7c368d44f23f8a9c0d3ed4a,cb6650da4742252b3e18315338596e4ca63ed802,20,1,26,False,False,condition_no_longer_holds,2019-03-21T12:49:47-07:00,946762b323c2a82dc7d7fd5674d7fd4bf57ea281,2019-04-16T19:17:07-07:00,179baac40d09d1542129f6158f46c016e3247fc5,2025-10-07T21:36:37+05:30,entity_alive+size_shape_proxy_v1
4753103::feature envy,4753103,feature envy,none,git@github.com:apache/incubator-gobblin.git,gobblin-core/src/main/java/org/apache/gobblin/converter/string/StringToBytesConverter.java,org.apache.gobblin.converter.string.StringToBytesConverter#convertSchema String|WorkUnitState,b0d130757669a5fed7c368d44f23f8a9c0d3ed4a,False,b0d130757669a5fed7c368d44f23f8a9c0d3ed4a,cb6650da4742252b3e18315338596e4ca63ed802,0,0,0,False,True,right_censored_at_last_observed_revision,2019-03-21T12:49:47-07:00,b0d130757669a5fed7c368d44f23f8a9c0d3ed4a,2019-03-21T12:49:47-07:00,b0d130757669a5fed7c368d44f23f8a9c0d3ed4a,2019-03-21T12:49:47-07:00,entity_alive+size_shape_proxy_v1
4753103::long method,4753103,long method,none,git@github.com:apache/incubator-gobblin.git,gobblin-core/src/main/java/org/apache/gobblin/converter/string/StringToBytesConverter.java,org.apache.gobblin.converter.string.StringToBytesConverter#convertSchema String|WorkUnitState,b0d130757669a5fed7c368d44f23f8a9c0d3ed4a,False,b0d130757669a5fed7c368d44f23f8a9c0d3ed4a,cb6650da4742252b3e18315338596e4ca63ed802,0,0,0,False,True,right_censored_at_last_observed_revision,2019-03-21T12:49:47-07:00,b0d130757669a5fed7c368d44f23f8a9c0d3ed4a,2019-03-21T12:49:47-07:00,b0d130757669a5fed7c368d44f23f8a9c0d3ed4a,2019-03-21T12:49:47-07:00,entity_alive+size_shape_proxy_v1
4755469::feature envy,4755469,feature envy,none,git@github.com:apache/incubator-gobblin.git,gobblin-metrics-libs/gobblin-metrics-base/src/main/java/org/apache/gobblin/metrics/reporter/OutputStreamEventReporter.java,org.apache.gobblin.metrics.reporter.OutputStreamEventReporter#printWithBanner String|char,b0d130757669a5fed7c368d44f23f8a9c0d3ed4a,False,b0d130757669a5fed7c368d44f23f8a9c0d3ed4a,cb6650da4742252b3e18315338596e4ca63ed802,0,0,0,False,True,right_censored_at_last_observed_revision,2019-03-21T12:49:47-07:00,b0d130757669a5fed7c368d44f23f8a9c0d3ed4a,2019-03-21T12:49:47-07:00,b0d130757669a5fed7c368d44f23f8a9c0d3ed4a,2019-03-21T12:49:47-07:00,entity_alive+size_shape_proxy_v1
4755469::long method,4755469,long method,none,git@github.com:apache/incubator-gobblin.git,gobblin-metrics-libs/gobblin-metrics-base/src/main/java/org/apache/gobblin/metrics/reporter/OutputStreamEventReporter.java,org.apache.gobblin.metrics.reporter.OutputStreamEventReporter#printWithBanner String|char,b0d130757669a5fed7c368d44f23f8a9c0d3ed4a,False,b0d130757669a5fed7c368d44f23f8a9c0d3ed4a,cb6650da4742252b3e18315338596e4ca63ed802,0,0,0,False,True,right_censored_at_last_observed_revision,2019-03-21T12:49:47-07:00,b0d130757669a5fed7c368d44f23f8a9c0d3ed4a,2019-03-21T12:49:47-07:00,b0d130757669a5fed7c368d44f23f8a9c0d3ed4a,2019-03-21T12:49:47-07:00,entity_alive+size_shape_proxy_v1
4756088::feature envy,4756088,feature envy,none,git@github.com:apache/incubator-gobblin.git,gobblin-utility/src/main/java/org/apache/gobblin/util/AvroUtils.java,org.apache.gobblin.util.AvroUtils.removeUncomparableFieldsFromRecord Schema|Set<Schema>,b0d130757669a5fed7c368d44f23f8a9c0d3ed4a,False,b0d130757669a5fed7c368d44f23f8a9c0d3ed4a,cb6650da4742252b3e18315338596e4ca63ed802,17,17,2418,False,True,right_censored_at_last_observed_revision,2019-03-21T12:49:47-07:00,c12e3211ae9eab7229a9d61224c57cf11d6c7fdb,2025-11-03T12:37:14+05:30,c12e3211ae9eab7229a9d61224c57cf11d6c7fdb,2025-11-03T12:37:14+05:30,entity_alive+size_shape_proxy_v1
4756088::long method,4756088,long method,none,git@github.com:apache/incubator-gobblin.git,gobblin-utility/src/main/java/org/apache/gobblin/util/AvroUtils.java,org.apache.gobblin.util.AvroUtils.removeUncomparableFieldsFromRecord Schema|Set<Schema>,b0d130757669a5fed7c368d44f23f8a9c0d3ed4a,False,b0d130757669a5fed7c368d44f23f8a9c0d3ed4a,cb6650da4742252b3e18315338596e4ca63ed802,17,1,34,False,False,condition_no_longer_holds,2019-03-21T12:49:47-07:00,3ec902e93ebe60dfce8a3b02dc32482f241c84dd,2019-04-25T10:08:17-07:00,c12e3211ae9eab7229a9d61224c57cf11d6c7fdb,2025-11-03T12:37:14+05:30,entity_alive+size_shape_proxy_v1
4757087::blob,4757087,blob,none,git@github.com:apache/incubator-gobblin.git,gobblin-modules/gobblin-crypto/src/main/java/org/apache/gobblin/crypto/JsonCredentialStore.java,org.apache.gobblin.crypto.JsonCredentialStore,b0d130757669a5fed7c368d44f23f8a9c0d3ed4a,False,b0d130757669a5fed7c368d44f23f8a9c0d3ed4a,cb6650da4742252b3e18315338596e4ca63ed802,1,1,833,False,False,condition_no_longer_holds,2019-03-21T12:49:47-07:00,5b495aff5d5bbe840add9f2db76ca944dffc69aa,2021-07-01T16:49:08-07:00,5b495aff5d5bbe840add9f2db76ca944dffc69aa,2021-07-01T16:49:08-07:00,entity_alive+size_shape_proxy_v1
4757087::data class,4757087,data class,none,git@github.com:apache/incubator-gobblin.git,gobblin-modules/gobblin-crypto/src/main/java/org/apache/gobblin/crypto/JsonCredentialStore.java,org.apache.gobblin.crypto.JsonCredentialStore,b0d130757669a5fed7c368d44f23f8a9c0d3ed4a,False,b0d130757669a5fed7c368d44f23f8a9c0d3ed4a,cb6650da4742252b3e18315338596e4ca63ed802,1,1,833,False,False,condition_no_longer_holds,2019-03-21T12:49:47-07:00,5b495aff5d5bbe840add9f2db76ca944dffc69aa,2021-07-01T16:49:08-07:00,5b495aff5d5bbe840add9f2db76ca944dffc69aa,2021-07-01T16:49:08-07:00,entity_alive+size_shape_proxy_v1
4758737::feature envy,4758737,feature envy,none,git@github.com:apache/incubator-gobblin.git,gobblin-modules/gobblin-codecs/src/main/java/org/apache/gobblin/codec/Base64Codec.java,org.apache.gobblin.codec.Base64Codec.getMethod String|String|Class<?>,b0d130757669a5fed7c368d44f23f8a9c0d3ed4a,False,b0d130757669a5fed7c368d44f23f8a9c0d3ed4a,cb6650da4742252b3e18315338596e4ca63ed802,0,0,0,False,True,right_censored_at_last_observed_revision,2019-03-21T12:49:47-07:00,b0d130757669a5fed7c368d44f23f8a9c0d3ed4a,2019-03-21T12:49:47-07:00,b0d130757669a5fed7c368d44f23f8a9c0d3ed4a,2019-03-21T12:49:47-07:00,entity_alive+size_shape_proxy_v1
4758737::long method,4758737,long method,none,git@github.com:apache/incubator-gobblin.git,gobblin-modules/gobblin-codecs/src/main/java/org/apache/gobblin/codec/Base64Codec.java,org.apache.gobblin.codec.Base64Codec.getMethod String|String|Class<?>,b0d130757669a5fed7c368d44f23f8a9c0d3ed4a,False,b0d130757669a5fed7c368d44f23f8a9c0d3ed4a,cb6650da4742252b3e18315338596e4ca63ed802,0,0,0,False,True,right_censored_at_last_observed_revision,2019-03-21T12:49:47-07:00,b0d130757669a5fed7c368d44f23f8a9c0d3ed4a,2019-03-21T12:49:47-07:00,b0d130757669a5fed7c368d44f23f8a9c0d3ed4a,2019-03-21T12:49:47-07:00,entity_alive+size_shape_proxy_v1
4762838::blob,4762838,blob,none,git@github.com:apache/incubator-gobblin.git,gobblin-api/src/main/java/org/apache/gobblin/dataset/PartitionDescriptor.java,org.apache.gobblin.dataset.PartitionDescriptor,b0d130757669a5fed7c368d44f23f8a9c0d3ed4a,False,b0d130757669a5fed7c368d44f23f8a9c0d3ed4a,cb6650da4742252b3e18315338596e4ca63ed802,0,0,0,False,True,right_censored_at_last_observed_revision,2019-03-21T12:49:47-07:00,b0d130757669a5fed7c368d44f23f8a9c0d3ed4a,2019-03-21T12:49:47-07:00,b0d130757669a5fed7c368d44f23f8a9c0d3ed4a,2019-03-21T12:49:47-07:00,entity_alive+size_shape_proxy_v1
4762838::data class,4762838,data class,none,git@github.com:apache/incubator-gobblin.git,gobblin-api/src/main/java/org/apache/gobblin/dataset/PartitionDescriptor.java,org.apache.gobblin.dataset.PartitionDescriptor,b0d130757669a5fed7c368d44f23f8a9c0d3ed4a,False,b0d130757669a5fed7c368d44f23f8a9c0d3ed4a,cb6650da4742252b3e18315338596e4ca63ed802,0,0,0,False,True,right_censored_at_last_observed_revision,2019-03-21T12:49:47-07:00,b0d130757669a5fed7c368d44f23f8a9c0d3ed4a,2019-03-21T12:49:47-07:00,b0d130757669a5fed7c368d44f23f8a9c0d3ed4a,2019-03-21T12:49:47-07:00,entity_alive+size_shape_proxy_v1
4764437::blob,4764437,blob,none,git@github.com:apache/incubator-gobblin.git,gobblin-utility/src/main/java/org/apache/gobblin/util/ProxiedFileSystemCache.java,org.apache.gobblin.util.ProxiedFileSystemCache.CreateProxiedFileSystemFromProperties,b0d130757669a5fed7c368d44f23f8a9c0d3ed4a,False,b0d130757669a5fed7c368d44f23f8a9c0d3ed4a,cb6650da4742252b3e18315338596e4ca63ed802,1,1,1610,False,False,condition_no_longer_holds,2019-03-21T12:49:47-07:00,c6f9f42a4a81fb81a5b5701ae57decba541d0516,2023-08-17T19:32:45-04:00,c6f9f42a4a81fb81a5b5701ae57decba541d0516,2023-08-17T19:32:45-04:00,entity_alive+size_shape_proxy_v1
4764437::data class,4764437,data class,none,git@github.com:apache/incubator-gobblin.git,gobblin-utility/src/main/java/org/apache/gobblin/util/ProxiedFileSystemCache.java,org.apache.gobblin.util.ProxiedFileSystemCache.CreateProxiedFileSystemFromProperties,b0d130757669a5fed7c368d44f23f8a9c0d3ed4a,False,b0d130757669a5fed7c368d44f23f8a9c0d3ed4a,cb6650da4742252b3e18315338596e4ca63ed802,1,1,1610,False,False,condition_no_longer_holds,2019-03-21T12:49:47-07:00,c6f9f42a4a81fb81a5b5701ae57decba541d0516,2023-08-17T19:32:45-04:00,c6f9f42a4a81fb81a5b5701ae57decba541d0516,2023-08-17T19:32:45-04:00,entity_alive+size_shape_proxy_v1
4747524::blob,4747524,blob,none,git@github.com:apache/incubator-omid.git,transaction-client/src/main/java/org/apache/omid/tso/client/ForwardingTSOFuture.java,org.apache.omid.tso.client.ForwardingTSOFuture,b7e005d41aa5c7421ddc77e0082b26c8bd21b207,False,b7e005d41aa5c7421ddc77e0082b26c8bd21b207,df17e62303b42c5ca9cbe13629cfb19d354c22e1,1,1,569,False,False,condition_no_longer_holds,2019-01-20T12:10:29+02:00,78a04cd4cdae4dbb43be6a2e12651e17ebca6d99,2020-08-12T07:55:44+02:00,78a04cd4cdae4dbb43be6a2e12651e17ebca6d99,2020-08-12T07:55:44+02:00,entity_alive+size_shape_proxy_v1
4747524::data class,4747524,data class,none,git@github.com:apache/incubator-omid.git,transaction-client/src/main/java/org/apache/omid/tso/client/ForwardingTSOFuture.java,org.apache.omid.tso.client.ForwardingTSOFuture,b7e005d41aa5c7421ddc77e0082b26c8bd21b207,False,b7e005d41aa5c7421ddc77e0082b26c8bd21b207,df17e62303b42c5ca9cbe13629cfb19d354c22e1,1,1,569,False,False,condition_no_longer_holds,2019-01-20T12:10:29+02:00,78a04cd4cdae4dbb43be6a2e12651e17ebca6d99,2020-08-12T07:55:44+02:00,78a04cd4cdae4dbb43be6a2e12651e17ebca6d99,2020-08-12T07:55:44+02:00,entity_alive+size_shape_proxy_v1
4757534::blob,4757534,blob,none,git@github.com:apache/incubator-plc4x.git,plc4j/protocols/ethernet-ip/src/main/java/org/apache/plc4x/java/ethernetip/netty/Plc4XEtherNetIpProtocol.java,org.apache.plc4x.java.ethernetip.netty.Plc4XEtherNetIpProtocol,4fbfabf5a33198613b8478259ab85771c740fb0e,False,4fbfabf5a33198613b8478259ab85771c740fb0e,f3c49e47abe52210046e221aba216f944b966c95,6,1,268,False,False,condition_no_longer_holds,2019-03-24T17:59:06+01:00,90dc156441c75a4043f21a3989bee81fb27e5e86,2019-12-18T13:36:27+01:00,82efefbc6b2ccb0260fb7b772b607912f1b9c4af,2020-05-13T12:20:08+02:00,entity_alive+size_shape_proxy_v1
4757534::data class,4757534,data class,none,git@github.com:apache/incubator-plc4x.git,plc4j/protocols/ethernet-ip/src/main/java/org/apache/plc4x/java/ethernetip/netty/Plc4XEtherNetIpProtocol.java,org.apache.plc4x.java.ethernetip.netty.Plc4XEtherNetIpProtocol,4fbfabf5a33198613b8478259ab85771c740fb0e,False,4fbfabf5a33198613b8478259ab85771c740fb0e,f3c49e47abe52210046e221aba216f944b966c95,6,1,268,False,False,condition_no_longer_holds,2019-03-24T17:59:06+01:00,90dc156441c75a4043f21a3989bee81fb27e5e86,2019-12-18T13:36:27+01:00,82efefbc6b2ccb0260fb7b772b607912f1b9c4af,2020-05-13T12:20:08+02:00,entity_alive+size_shape_proxy_v1
4767234::feature envy,4767234,feature envy,none,git@github.com:apache/incubator-ratis.git,ratis-hadoop/src/main/java/org/apache/hadoop/ipc/ProtobufRpcEngineShaded.java,org.apache.hadoop.ipc.ProtobufRpcEngineShaded.RpcRequestMessageWrapper.RpcRequestMessageWrapper RpcRequestHeaderProto|Message,1fc5acedda4dbd7c62fe73c8656c792871f4661f,False,1fc5acedda4dbd7c62fe73c8656c792871f4661f,b31153be86f7e0fb694e23c4970be396063b9e38,2,1,381,False,False,condition_no_longer_holds,2019-03-21T09:46:19-07:00,0756da1a3e7c9a334f1e4c2f302e288712d0e186,2020-04-06T18:40:56+05:30,1720b1fde3ccaa149cfa98d142dd758e41f0b211,2020-05-11T10:44:38+05:30,entity_alive+size_shape_proxy_v1
4767234::long method,4767234,long method,none,git@github.com:apache/incubator-ratis.git,ratis-hadoop/src/main/java/org/apache/hadoop/ipc/ProtobufRpcEngineShaded.java,org.apache.hadoop.ipc.ProtobufRpcEngineShaded.RpcRequestMessageWrapper.RpcRequestMessageWrapper RpcRequestHeaderProto|Message,1fc5acedda4dbd7c62fe73c8656c792871f4661f,False,1fc5acedda4dbd7c62fe73c8656c792871f4661f,b31153be86f7e0fb694e23c4970be396063b9e38,2,1,381,False,False,condition_no_longer_holds,2019-03-21T09:46:19-07:00,0756da1a3e7c9a334f1e4c2f302e288712d0e186,2020-04-06T18:40:56+05:30,1720b1fde3ccaa149cfa98d142dd758e41f0b211,2020-05-11T10:44:38+05:30,entity_alive+size_shape_proxy_v1
4768247::blob,4768247,blob,none,git@github.com:apache/incubator-ratis.git,ratis-logservice/src/main/java/org/apache/ratis/logservice/server/MetadataServer.java,org.apache.ratis.logservice.server.MetadataServer.Builder,1fc5acedda4dbd7c62fe73c8656c792871f4661f,False,1fc5acedda4dbd7c62fe73c8656c792871f4661f,b31153be86f7e0fb694e23c4970be396063b9e38,6,1,42,False,False,condition_no_longer_holds,2019-03-21T09:46:19-07:00,c01c5e9cce712fc5f6500bb5c27f80193eec7fbe,2019-05-03T10:58:12-04:00,6fb2e547ff0d08be41de49a269ae3dd4c47c8149,2022-02-01T15:19:13+08:00,entity_alive+size_shape_proxy_v1
4768247::data class,4768247,data class,none,git@github.com:apache/incubator-ratis.git,ratis-logservice/src/main/java/org/apache/ratis/logservice/server/MetadataServer.java,org.apache.ratis.logservice.server.MetadataServer.Builder,1fc5acedda4dbd7c62fe73c8656c792871f4661f,False,1fc5acedda4dbd7c62fe73c8656c792871f4661f,b31153be86f7e0fb694e23c4970be396063b9e38,6,1,42,False,False,condition_no_longer_holds,2019-03-21T09:46:19-07:00,c01c5e9cce712fc5f6500bb5c27f80193eec7fbe,2019-05-03T10:58:12-04:00,6fb2e547ff0d08be41de49a269ae3dd4c47c8149,2022-02-01T15:19:13+08:00,entity_alive+size_shape_proxy_v1
4771698::blob,4771698,blob,none,git@github.com:apache/incubator-samoa.git,samoa-api/src/main/java/org/apache/samoa/moa/cluster/Miniball.java,org.apache.samoa.moa.cluster.Miniball,6e6bb1817927d5610d007606922a473882d593aa,False,6e6bb1817927d5610d007606922a473882d593aa,0cebace523a317a57ec78779bb6580d566760c71,2,1,774,False,False,condition_no_longer_holds,2017-10-05T15:28:31+03:00,b4a9709d2b329149abac000427666a3a852f4890,2019-11-19T09:45:27+13:00,3111878077ef048d6b00fc1325b4af8462c89806,2020-01-23T14:32:58+13:00,entity_alive+size_shape_proxy_v1
4771698::data class,4771698,data class,none,git@github.com:apache/incubator-samoa.git,samoa-api/src/main/java/org/apache/samoa/moa/cluster/Miniball.java,org.apache.samoa.moa.cluster.Miniball,6e6bb1817927d5610d007606922a473882d593aa,False,6e6bb1817927d5610d007606922a473882d593aa,0cebace523a317a57ec78779bb6580d566760c71,2,1,774,False,False,condition_no_longer_holds,2017-10-05T15:28:31+03:00,b4a9709d2b329149abac000427666a3a852f4890,2019-11-19T09:45:27+13:00,3111878077ef048d6b00fc1325b4af8462c89806,2020-01-23T14:32:58+13:00,entity_alive+size_shape_proxy_v1
4772031::feature envy,4772031,feature envy,none,git@github.com:apache/incubator-samoa.git,samoa-api/src/main/java/org/apache/samoa/moa/classifiers/core/attributeclassobservers/NominalAttributeClassObserver.java,org.apache.samoa.moa.classifiers.core.attributeclassobservers.NominalAttributeClassObserver#probabilityOfAttributeValueGivenClass double|int,6e6bb1817927d5610d007606922a473882d593aa,False,6e6bb1817927d5610d007606922a473882d593aa,0cebace523a317a57ec78779bb6580d566760c71,1,1,839,False,True,right_censored_at_last_observed_revision,2017-10-05T15:28:31+03:00,3111878077ef048d6b00fc1325b4af8462c89806,2020-01-23T14:32:58+13:00,3111878077ef048d6b00fc1325b4af8462c89806,2020-01-23T14:32:58+13:00,entity_alive+size_shape_proxy_v1
4772031::long method,4772031,long method,none,git@github.com:apache/incubator-samoa.git,samoa-api/src/main/java/org/apache/samoa/moa/classifiers/core/attributeclassobservers/NominalAttributeClassObserver.java,org.apache.samoa.moa.classifiers.core.attributeclassobservers.NominalAttributeClassObserver#probabilityOfAttributeValueGivenClass double|int,6e6bb1817927d5610d007606922a473882d593aa,False,6e6bb1817927d5610d007606922a473882d593aa,0cebace523a317a57ec78779bb6580d566760c71,1,1,839,False,False,condition_no_longer_holds,2017-10-05T15:28:31+03:00,3111878077ef048d6b00fc1325b4af8462c89806,2020-01-23T14:32:58+13:00,3111878077ef048d6b00fc1325b4af8462c89806,2020-01-23T14:32:58+13:00,entity_alive+size_shape_proxy_v1
4773397::feature envy,4773397,feature envy,none,git@github.com:apache/incubator-rya.git,extras/indexing/src/main/java/org/apache/rya/indexing/statement/metadata/matching/StatementMetadataNode.java,org.apache.rya.indexing.statement.metadata.matching.StatementMetadataNode#evaluate BindingSet,5463da23c7cd5eaddf2ab13f0b42141211ab59f2,False,5463da23c7cd5eaddf2ab13f0b42141211ab59f2,ac44b3c00e2dc279bfb178eb94e56ba4384602ed,1,1,219,False,True,right_censored_at_last_observed_revision,2018-10-01T09:07:45-04:00,31edfb474da298629b703ba318bce4f0b96a0fd4,2019-05-08T09:32:55-04:00,31edfb474da298629b703ba318bce4f0b96a0fd4,2019-05-08T09:32:55-04:00,entity_alive+size_shape_proxy_v1
4773397::long method,4773397,long method,none,git@github.com:apache/incubator-rya.git,extras/indexing/src/main/java/org/apache/rya/indexing/statement/metadata/matching/StatementMetadataNode.java,org.apache.rya.indexing.statement.metadata.matching.StatementMetadataNode#evaluate BindingSet,5463da23c7cd5eaddf2ab13f0b42141211ab59f2,False,5463da23c7cd5eaddf2ab13f0b42141211ab59f2,ac44b3c00e2dc279bfb178eb94e56ba4384602ed,1,1,219,False,False,condition_no_longer_holds,2018-10-01T09:07:45-04:00,31edfb474da298629b703ba318bce4f0b96a0fd4,2019-05-08T09:32:55-04:00,31edfb474da298629b703ba318bce4f0b96a0fd4,2019-05-08T09:32:55-04:00,entity_alive+size_shape_proxy_v1
