instance_id,sample_id,smell,severity_consensus,repository,original_commit_hash,commit_remapped,effective_commit_hash,path_at_label,code_name,join_level,wmc,cbo,dit,noc,rfc,lcom,loc,total_methods,total_fields,method_cyclomatic_complexity,ck_version
5549285::data class,5549285,data class,none,git@github.com:apache/poi.git,351623a86924dab9c565e08e8cecfe151522c448,False,351623a86924dab9c565e08e8cecfe151522c448,/src/testcases/org/apache/poi/hssf/record/TestAutoFilterInfoRecord.java,org.apache.poi.hssf.record.TestAutoFilterInfoRecord,class_fqcn,3,4,2,0,10,1,29,3,1,,0.7.0
5554251::blob,5554251,blob,none,git@github.com:apache/poi.git,351623a86924dab9c565e08e8cecfe151522c448,False,351623a86924dab9c565e08e8cecfe151522c448,/src/java/org/apache/poi/ss/format/CellFormat.java,org.apache.poi.ss.format.CellFormat,class_fqcn,75,9,1,0,43,65,235,15,11,,0.7.0
5554251::data class,5554251,data class,none,git@github.com:apache/poi.git,351623a86924dab9c565e08e8cecfe151522c448,False,351623a86924dab9c565e08e8cecfe151522c448,/src/java/org/apache/poi/ss/format/CellFormat.java,org.apache.poi.ss.format.CellFormat,class_fqcn,75,9,1,0,43,65,235,15,11,,0.7.0
5558410::blob,5558410,blob,none,git@github.com:apache/poi.git,351623a86924dab9c565e08e8cecfe151522c448,False,351623a86924dab9c565e08e8cecfe151522c448,/src/testcases/org/apache/poi/ss/formula/functions/TestDec2Bin.java,org.apache.poi.ss.formula.functions.TestDec2Bin,class_fqcn,21,16,2,0,16,190,147,20,0,,0.7.0
5558410::data class,5558410,data class,none,git@github.com:apache/poi.git,351623a86924dab9c565e08e8cecfe151522c448,False,351623a86924dab9c565e08e8cecfe151522c448,/src/testcases/org/apache/poi/ss/formula/functions/TestDec2Bin.java,org.apache.poi.ss.formula.functions.TestDec2Bin,class_fqcn,21,16,2,0,16,190,147,20,0,,0.7.0
5562678::blob,5562678,blob,none,git@github.com:apache/poi.git,351623a86924dab9c565e08e8cecfe151522c448,False,351623a86924dab9c565e08e8cecfe151522c448,/src/java/org/apache/poi/ss/usermodel/Cell.java,org.apache.poi.ss.usermodel.Cell,class_fqcn,38,10,1,0,0,703,40,38,0,,0.7.0
5562678::data class,5562678,data class,none,git@github.com:apache/poi.git,351623a86924dab9c565e08e8cecfe151522c448,False,351623a86924dab9c565e08e8cecfe151522c448,/src/java/org/apache/poi/ss/usermodel/Cell.java,org.apache.poi.ss.usermodel.Cell,class_fqcn,38,10,1,0,0,703,40,38,0,,0.7.0
5562874::blob,5562874,blob,none,git@github.com:apache/poi.git,351623a86924dab9c565e08e8cecfe151522c448,False,351623a86924dab9c565e08e8cecfe151522c448,/src/scratchpad/src/org/apache/poi/hemf/record/emf/HemfDraw.java,org.apache.poi.hemf.record.emf.HemfDraw.EmfPolyPolygon16,class_fqcn,2,4,3,0,1,1,8,2,0,,0.7.0
5562874::data class,5562874,data class,none,git@github.com:apache/poi.git,351623a86924dab9c565e08e8cecfe151522c448,False,351623a86924dab9c565e08e8cecfe151522c448,/src/scratchpad/src/org/apache/poi/hemf/record/emf/HemfDraw.java,org.apache.poi.hemf.record.emf.HemfDraw.EmfPolyPolygon16,class_fqcn,2,4,3,0,1,1,8,2,0,,0.7.0
5573449::feature envy,5573449,feature envy,none,git@github.com:apache/poi.git,351623a86924dab9c565e08e8cecfe151522c448,False,351623a86924dab9c565e08e8cecfe151522c448,/src/scratchpad/src/org/apache/poi/hslf/usermodel/HSLFFreeformShape.java,org.apache.poi.hslf.usermodel.HSLFFreeformShape#setPath Path2D,method_fqcn+name+arity,,6,,,28,,81,,,10,0.7.0
5573449::long method,5573449,long method,major,git@github.com:apache/poi.git,351623a86924dab9c565e08e8cecfe151522c448,False,351623a86924dab9c565e08e8cecfe151522c448,/src/scratchpad/src/org/apache/poi/hslf/usermodel/HSLFFreeformShape.java,org.apache.poi.hslf.usermodel.HSLFFreeformShape#setPath Path2D,method_fqcn+name+arity,,6,,,28,,81,,,10,0.7.0
5580284::blob,5580284,blob,minor,git@github.com:apache/poi.git,351623a86924dab9c565e08e8cecfe151522c448,False,351623a86924dab9c565e08e8cecfe151522c448,/src/scratchpad/src/org/apache/poi/hwpf/model/BookmarksTables.java,org.apache.poi.hwpf.model.BookmarksTables,class_fqcn,31,10,1,0,38,6,106,17,4,,0.7.0
5580284::data class,5580284,data class,none,git@github.com:apache/poi.git,351623a86924dab9c565e08e8cecfe151522c448,False,351623a86924dab9c565e08e8cecfe151522c448,/src/scratchpad/src/org/apache/poi/hwpf/model/BookmarksTables.java,org.apache.poi.hwpf.model.BookmarksTables,class_fqcn,31,10,1,0,38,6,106,17,4,,0.7.0
5585565::feature envy,5585565,feature envy,none,git@github.com:apache/poi.git,351623a86924dab9c565e08e8cecfe151522c448,False,351623a86924dab9c565e08e8cecfe151522c448,/src/testcases/org/apache/poi/ss/util/TestSheetUtil.java,org.apache.poi.ss.util.TestSheetUtil#testGetColumnWidthString,method_fqcn+name+arity,,5,,,8,,12,,,2,0.7.0
5585565::long method,5585565,long method,none,git@github.com:apache/poi.git,351623a86924dab9c565e08e8cecfe151522c448,False,351623a86924dab9c565e08e8cecfe151522c448,/src/testcases/org/apache/poi/ss/util/TestSheetUtil.java,org.apache.poi.ss.util.TestSheetUtil#testGetColumnWidthString,method_fqcn+name+arity,,5,,,8,,12,,,2,0.7.0
5585616::blob,5585616,blob,none,git@github.com:apache/poi.git,351623a86924dab9c565e08e8cecfe151522c448,False,351623a86924dab9c565e08e8cecfe151522c448,/src/java/org/apache/poi/ddf/EscherBitmapBlip.java,org.apache.poi.ddf.EscherBitmapBlip,class_fqcn,10,6,3,0,11,0,52,8,6,,0.7.0
5585616::data class,5585616,data class,none,git@github.com:apache/poi.git,351623a86924dab9c565e08e8cecfe151522c448,False,351623a86924dab9c565e08e8cecfe151522c448,/src/java/org/apache/poi/ddf/EscherBitmapBlip.java,org.apache.poi.ddf.EscherBitmapBlip,class_fqcn,10,6,3,0,11,0,52,8,6,,0.7.0
5585822::feature envy,5585822,feature envy,none,git@github.com:apache/poi.git,351623a86924dab9c565e08e8cecfe151522c448,False,351623a86924dab9c565e08e8cecfe151522c448,/src/testcases/org/apache/poi/ss/usermodel/BaseTestFormulaEvaluator.java,org.apache.poi.ss.usermodel.BaseTestFormulaEvaluator#testBug56655a,method_fqcn+name+arity,,4,,,14,,17,,,1,0.7.0
5585822::long method,5585822,long method,none,git@github.com:apache/poi.git,351623a86924dab9c565e08e8cecfe151522c448,False,351623a86924dab9c565e08e8cecfe151522c448,/src/testcases/org/apache/poi/ss/usermodel/BaseTestFormulaEvaluator.java,org.apache.poi.ss.usermodel.BaseTestFormulaEvaluator#testBug56655a,method_fqcn+name+arity,,4,,,14,,17,,,1,0.7.0
5586136::blob,5586136,blob,none,git@github.com:apache/poi.git,351623a86924dab9c565e08e8cecfe151522c448,False,351623a86924dab9c565e08e8cecfe151522c448,/src/java/org/apache/poi/hssf/record/SupBookRecord.java,org.apache.poi.hssf.record.SupBookRecord,class_fqcn,48,5,4,0,22,37,190,19,18,,0.7.0
5586136::data class,5586136,data class,none,git@github.com:apache/poi.git,351623a86924dab9c565e08e8cecfe151522c448,False,351623a86924dab9c565e08e8cecfe151522c448,/src/java/org/apache/poi/hssf/record/SupBookRecord.java,org.apache.poi.hssf.record.SupBookRecord,class_fqcn,48,5,4,0,22,37,190,19,18,,0.7.0
5589404::blob,5589404,blob,none,git@github.com:apache/poi.git,351623a86924dab9c565e08e8cecfe151522c448,False,351623a86924dab9c565e08e8cecfe151522c448,/src/scratchpad/src/org/apache/poi/hwpf/model/types/LFOAbstractType.java,org.apache.poi.hwpf.model.types.LFOAbstractType,class_fqcn,36,5,1,1,13,43,129,22,7,,0.7.0
5589404::data class,5589404,data class,major,git@github.com:apache/poi.git,351623a86924dab9c565e08e8cecfe151522c448,False,351623a86924dab9c565e08e8cecfe151522c448,/src/scratchpad/src/org/apache/poi/hwpf/model/types/LFOAbstractType.java,org.apache.poi.hwpf.model.types.LFOAbstractType,class_fqcn,36,5,1,1,13,43,129,22,7,,0.7.0
5589935::blob,5589935,blob,none,git@github.com:apache/poi.git,351623a86924dab9c565e08e8cecfe151522c448,False,351623a86924dab9c565e08e8cecfe151522c448,/src/examples/src/org/apache/poi/xslf/usermodel/Tutorial6.java,org.apache.poi.xslf.usermodel.Tutorial6,class_fqcn,1,5,1,0,10,0,23,1,0,,0.7.0
5589935::data class,5589935,data class,none,git@github.com:apache/poi.git,351623a86924dab9c565e08e8cecfe151522c448,False,351623a86924dab9c565e08e8cecfe151522c448,/src/examples/src/org/apache/poi/xslf/usermodel/Tutorial6.java,org.apache.poi.xslf.usermodel.Tutorial6,class_fqcn,1,5,1,0,10,0,23,1,0,,0.7.0
5591314::feature envy,5591314,feature envy,none,git@github.com:apache/poi.git,351623a86924dab9c565e08e8cecfe151522c448,False,351623a86924dab9c565e08e8cecfe151522c448,/src/scratchpad/testcases/org/apache/poi/hssf/converter/TestExcelConverterSuite.java,org.apache.poi.hssf.converter.TestExcelConverterSuite#testHtml,method_fqcn+name+arity,,4,,,12,,18,,,2,0.7.0
5591314::long method,5591314,long method,none,git@github.com:apache/poi.git,351623a86924dab9c565e08e8cecfe151522c448,False,351623a86924dab9c565e08e8cecfe151522c448,/src/scratchpad/testcases/org/apache/poi/hssf/converter/TestExcelConverterSuite.java,org.apache.poi.hssf.converter.TestExcelConverterSuite#testHtml,method_fqcn+name+arity,,4,,,12,,18,,,2,0.7.0
5593201::blob,5593201,blob,none,git@github.com:apache/poi.git,351623a86924dab9c565e08e8cecfe151522c448,False,351623a86924dab9c565e08e8cecfe151522c448,/src/testcases/org/apache/poi/ss/formula/functions/TestFinanceLib.java,org.apache.poi.ss.formula.functions.TestFinanceLib,class_fqcn,5,2,3,0,6,10,239,5,0,,0.7.0
5593201::data class,5593201,data class,none,git@github.com:apache/poi.git,351623a86924dab9c565e08e8cecfe151522c448,False,351623a86924dab9c565e08e8cecfe151522c448,/src/testcases/org/apache/poi/ss/formula/functions/TestFinanceLib.java,org.apache.poi.ss.formula.functions.TestFinanceLib,class_fqcn,5,2,3,0,6,10,239,5,0,,0.7.0
5593437::feature envy,5593437,feature envy,none,git@github.com:apache/poi.git,351623a86924dab9c565e08e8cecfe151522c448,False,351623a86924dab9c565e08e8cecfe151522c448,/src/examples/src/org/apache/poi/xssf/usermodel/examples/LineChart.java,org.apache.poi.xssf.usermodel.examples.LineChart.main String[],method_fqcn+name+arity,,15,,,22,,45,,,3,0.7.0
5593437::long method,5593437,long method,major,git@github.com:apache/poi.git,351623a86924dab9c565e08e8cecfe151522c448,False,351623a86924dab9c565e08e8cecfe151522c448,/src/examples/src/org/apache/poi/xssf/usermodel/examples/LineChart.java,org.apache.poi.xssf.usermodel.examples.LineChart.main String[],method_fqcn+name+arity,,15,,,22,,45,,,3,0.7.0
5593588::blob,5593588,blob,none,git@github.com:apache/poi.git,351623a86924dab9c565e08e8cecfe151522c448,False,351623a86924dab9c565e08e8cecfe151522c448,/src/scratchpad/src/org/apache/poi/hemf/record/emf/HemfComment.java,org.apache.poi.hemf.record.emf.HemfComment.EmfCommentDataPlus,class_fqcn,4,5,1,0,4,1,16,3,1,,0.7.0
5593588::data class,5593588,data class,none,git@github.com:apache/poi.git,351623a86924dab9c565e08e8cecfe151522c448,False,351623a86924dab9c565e08e8cecfe151522c448,/src/scratchpad/src/org/apache/poi/hemf/record/emf/HemfComment.java,org.apache.poi.hemf.record.emf.HemfComment.EmfCommentDataPlus,class_fqcn,4,5,1,0,4,1,16,3,1,,0.7.0
5598817::blob,5598817,blob,none,git@github.com:apache/poi.git,351623a86924dab9c565e08e8cecfe151522c448,False,351623a86924dab9c565e08e8cecfe151522c448,/src/scratchpad/testcases/org/apache/poi/hslf/extractor/TestCruddyExtractor.java,org.apache.poi.hslf.extractor.TestCruddyExtractor,class_fqcn,4,3,2,0,8,0,21,3,2,,0.7.0
5598817::data class,5598817,data class,none,git@github.com:apache/poi.git,351623a86924dab9c565e08e8cecfe151522c448,False,351623a86924dab9c565e08e8cecfe151522c448,/src/scratchpad/testcases/org/apache/poi/hslf/extractor/TestCruddyExtractor.java,org.apache.poi.hslf.extractor.TestCruddyExtractor,class_fqcn,4,3,2,0,8,0,21,3,2,,0.7.0
5602164::feature envy,5602164,feature envy,major,git@github.com:apache/poi.git,351623a86924dab9c565e08e8cecfe151522c448,False,351623a86924dab9c565e08e8cecfe151522c448,/src/ooxml/testcases/org/apache/poi/xssf/model/TestCommentsTable.java,org.apache.poi.xssf.model.TestCommentsTable#writeRead,method_fqcn+name+arity,,9,,,21,,31,,,1,0.7.0
5602164::long method,5602164,long method,major,git@github.com:apache/poi.git,351623a86924dab9c565e08e8cecfe151522c448,False,351623a86924dab9c565e08e8cecfe151522c448,/src/ooxml/testcases/org/apache/poi/xssf/model/TestCommentsTable.java,org.apache.poi.xssf.model.TestCommentsTable#writeRead,method_fqcn+name+arity,,9,,,21,,31,,,1,0.7.0
5603925::blob,5603925,blob,none,git@github.com:apache/poi.git,351623a86924dab9c565e08e8cecfe151522c448,False,351623a86924dab9c565e08e8cecfe151522c448,/src/java/org/apache/poi/hssf/usermodel/HSSFSimpleShape.java,org.apache.poi.hssf.usermodel.HSSFSimpleShape,class_fqcn,30,25,2,4,49,131,153,18,12,,0.7.0
5603925::data class,5603925,data class,none,git@github.com:apache/poi.git,351623a86924dab9c565e08e8cecfe151522c448,False,351623a86924dab9c565e08e8cecfe151522c448,/src/java/org/apache/poi/hssf/usermodel/HSSFSimpleShape.java,org.apache.poi.hssf.usermodel.HSSFSimpleShape,class_fqcn,30,25,2,4,49,131,153,18,12,,0.7.0
5604954::feature envy,5604954,feature envy,none,git@github.com:apache/poi.git,351623a86924dab9c565e08e8cecfe151522c448,False,351623a86924dab9c565e08e8cecfe151522c448,/src/ooxml/java/org/apache/poi/xssf/usermodel/XSSFCreationHelper.java,org.apache.poi.xssf.usermodel.XSSFCreationHelper#createRichTextString String,method_fqcn+name+arity,,2,,,2,,5,,,1,0.7.0
5604954::long method,5604954,long method,none,git@github.com:apache/poi.git,351623a86924dab9c565e08e8cecfe151522c448,False,351623a86924dab9c565e08e8cecfe151522c448,/src/ooxml/java/org/apache/poi/xssf/usermodel/XSSFCreationHelper.java,org.apache.poi.xssf.usermodel.XSSFCreationHelper#createRichTextString String,method_fqcn+name+arity,,2,,,2,,5,,,1,0.7.0
5608439::feature envy,5608439,feature envy,none,git@github.com:apache/poi.git,351623a86924dab9c565e08e8cecfe151522c448,False,351623a86924dab9c565e08e8cecfe151522c448,/src/ooxml/java/org/apache/poi/xssf/extractor/XSSFExportToXml.java,org.apache.poi.xssf.extractor.XSSFExportToXml#isValid Document,method_fqcn+name+arity,,2,,,6,,15,,,2,0.7.0
5608439::long method,5608439,long method,none,git@github.com:apache/poi.git,351623a86924dab9c565e08e8cecfe151522c448,False,351623a86924dab9c565e08e8cecfe151522c448,/src/ooxml/java/org/apache/poi/xssf/extractor/XSSFExportToXml.java,org.apache.poi.xssf.extractor.XSSFExportToXml#isValid Document,method_fqcn+name+arity,,2,,,6,,15,,,2,0.7.0
5794903::blob,5794903,blob,none,git@github.com:apache/tapestry-5.git,542950fc0266e8f9be1aacb5d6ba92146ae20f1b,False,542950fc0266e8f9be1aacb5d6ba92146ae20f1b,/tapestry-core/src/main/java/org/apache/tapestry5/VersionUtils.java,org.apache.tapestry5.VersionUtils,class_fqcn,4,0,1,0,6,0,19,1,0,,0.7.0
5794903::data class,5794903,data class,none,git@github.com:apache/tapestry-5.git,542950fc0266e8f9be1aacb5d6ba92146ae20f1b,False,542950fc0266e8f9be1aacb5d6ba92146ae20f1b,/tapestry-core/src/main/java/org/apache/tapestry5/VersionUtils.java,org.apache.tapestry5.VersionUtils,class_fqcn,4,0,1,0,6,0,19,1,0,,0.7.0
5798002::blob,5798002,blob,none,git@github.com:apache/tapestry-5.git,542950fc0266e8f9be1aacb5d6ba92146ae20f1b,False,542950fc0266e8f9be1aacb5d6ba92146ae20f1b,/tapestry-core/src/main/java/org/apache/tapestry5/corelib/pages/T5Dashboard.java,org.apache.tapestry5.corelib.pages.T5Dashboard,class_fqcn,6,10,2,0,4,0,23,5,5,,0.7.0
5798002::data class,5798002,data class,minor,git@github.com:apache/tapestry-5.git,542950fc0266e8f9be1aacb5d6ba92146ae20f1b,False,542950fc0266e8f9be1aacb5d6ba92146ae20f1b,/tapestry-core/src/main/java/org/apache/tapestry5/corelib/pages/T5Dashboard.java,org.apache.tapestry5.corelib.pages.T5Dashboard,class_fqcn,6,10,2,0,4,0,23,5,5,,0.7.0
5798354::feature envy,5798354,feature envy,none,git@github.com:apache/tapestry-5.git,542950fc0266e8f9be1aacb5d6ba92146ae20f1b,False,542950fc0266e8f9be1aacb5d6ba92146ae20f1b,/plastic/src/external/java/org/apache/tapestry5/internal/plastic/asm/util/Printer.java,org.apache.tapestry5.internal.plastic.asm.util.Printer#visitMethodTypeAnnotation int|TypePath|String|boolean,method_fqcn+name+arity,,2,,,0,,3,,,1,0.7.0
5798354::long method,5798354,long method,none,git@github.com:apache/tapestry-5.git,542950fc0266e8f9be1aacb5d6ba92146ae20f1b,False,542950fc0266e8f9be1aacb5d6ba92146ae20f1b,/plastic/src/external/java/org/apache/tapestry5/internal/plastic/asm/util/Printer.java,org.apache.tapestry5.internal.plastic.asm.util.Printer#visitMethodTypeAnnotation int|TypePath|String|boolean,method_fqcn+name+arity,,2,,,0,,3,,,1,0.7.0
5798457::blob,5798457,blob,none,git@github.com:apache/tapestry-5.git,542950fc0266e8f9be1aacb5d6ba92146ae20f1b,False,542950fc0266e8f9be1aacb5d6ba92146ae20f1b,/tapestry-core/src/main/java/org/apache/tapestry5/internal/pageload/DefaultComponentResourceLocator.java,org.apache.tapestry5.internal.pageload.DefaultComponentResourceLocator,class_fqcn,4,7,1,0,8,1,21,3,1,,0.7.0
5798457::data class,5798457,data class,none,git@github.com:apache/tapestry-5.git,542950fc0266e8f9be1aacb5d6ba92146ae20f1b,False,542950fc0266e8f9be1aacb5d6ba92146ae20f1b,/tapestry-core/src/main/java/org/apache/tapestry5/internal/pageload/DefaultComponentResourceLocator.java,org.apache.tapestry5.internal.pageload.DefaultComponentResourceLocator,class_fqcn,4,7,1,0,8,1,21,3,1,,0.7.0
5798489::feature envy,5798489,feature envy,none,git@github.com:apache/tapestry-5.git,542950fc0266e8f9be1aacb5d6ba92146ae20f1b,False,542950fc0266e8f9be1aacb5d6ba92146ae20f1b,/tapestry-core/src/main/java/org/apache/tapestry5/dom/Html5MarkupModel.java,org.apache.tapestry5.dom.Html5MarkupModel.Html5MarkupModel boolean,method_fqcn+name+arity,,0,,,0,,3,,,1,0.7.0
5798489::long method,5798489,long method,none,git@github.com:apache/tapestry-5.git,542950fc0266e8f9be1aacb5d6ba92146ae20f1b,False,542950fc0266e8f9be1aacb5d6ba92146ae20f1b,/tapestry-core/src/main/java/org/apache/tapestry5/dom/Html5MarkupModel.java,org.apache.tapestry5.dom.Html5MarkupModel.Html5MarkupModel boolean,method_fqcn+name+arity,,0,,,0,,3,,,1,0.7.0
5799022::blob,5799022,blob,none,git@github.com:apache/tapestry-5.git,542950fc0266e8f9be1aacb5d6ba92146ae20f1b,False,542950fc0266e8f9be1aacb5d6ba92146ae20f1b,/tapestry-core/src/main/java/org/apache/tapestry5/corelib/base/AbstractConditional.java,org.apache.tapestry5.corelib.base.AbstractConditional,class_fqcn,8,8,1,2,6,0,26,4,3,,0.7.0
5799022::data class,5799022,data class,none,git@github.com:apache/tapestry-5.git,542950fc0266e8f9be1aacb5d6ba92146ae20f1b,False,542950fc0266e8f9be1aacb5d6ba92146ae20f1b,/tapestry-core/src/main/java/org/apache/tapestry5/corelib/base/AbstractConditional.java,org.apache.tapestry5.corelib.base.AbstractConditional,class_fqcn,8,8,1,2,6,0,26,4,3,,0.7.0
5799314::blob,5799314,blob,none,git@github.com:apache/tapestry-5.git,542950fc0266e8f9be1aacb5d6ba92146ae20f1b,False,542950fc0266e8f9be1aacb5d6ba92146ae20f1b,/tapestry-core/src/main/java/org/apache/tapestry5/internal/services/RequestSecurityManagerImpl.java,org.apache.tapestry5.internal.services.RequestSecurityManagerImpl,class_fqcn,16,11,1,0,9,1,53,6,5,,0.7.0
5799314::data class,5799314,data class,none,git@github.com:apache/tapestry-5.git,542950fc0266e8f9be1aacb5d6ba92146ae20f1b,False,542950fc0266e8f9be1aacb5d6ba92146ae20f1b,/tapestry-core/src/main/java/org/apache/tapestry5/internal/services/RequestSecurityManagerImpl.java,org.apache.tapestry5.internal.services.RequestSecurityManagerImpl,class_fqcn,16,11,1,0,9,1,53,6,5,,0.7.0
5799553::feature envy,5799553,feature envy,none,git@github.com:apache/tapestry-5.git,542950fc0266e8f9be1aacb5d6ba92146ae20f1b,False,542950fc0266e8f9be1aacb5d6ba92146ae20f1b,/plastic/src/main/java/org/apache/tapestry5/internal/plastic/AnnotationBuilder.java,org.apache.tapestry5.internal.plastic.AnnotationBuilder.AnnotationValueHandler#invoke Object|Method|Object[],method_fqcn+name+arity,,0,,,5,,9,,,3,0.7.0
5799553::long method,5799553,long method,none,git@github.com:apache/tapestry-5.git,542950fc0266e8f9be1aacb5d6ba92146ae20f1b,False,542950fc0266e8f9be1aacb5d6ba92146ae20f1b,/plastic/src/main/java/org/apache/tapestry5/internal/plastic/AnnotationBuilder.java,org.apache.tapestry5.internal.plastic.AnnotationBuilder.AnnotationValueHandler#invoke Object|Method|Object[],method_fqcn+name+arity,,0,,,5,,9,,,3,0.7.0
5800930::feature envy,5800930,feature envy,none,git@github.com:apache/tapestry-5.git,542950fc0266e8f9be1aacb5d6ba92146ae20f1b,False,542950fc0266e8f9be1aacb5d6ba92146ae20f1b,/plastic/src/external/java/org/apache/tapestry5/internal/plastic/asm/tree/analysis/SourceValue.java,org.apache.tapestry5.internal.plastic.asm.tree.analysis.SourceValue#getSize,method_fqcn+name+arity,,0,,,0,,3,,,1,0.7.0
5800930::long method,5800930,long method,none,git@github.com:apache/tapestry-5.git,542950fc0266e8f9be1aacb5d6ba92146ae20f1b,False,542950fc0266e8f9be1aacb5d6ba92146ae20f1b,/plastic/src/external/java/org/apache/tapestry5/internal/plastic/asm/tree/analysis/SourceValue.java,org.apache.tapestry5.internal.plastic.asm.tree.analysis.SourceValue#getSize,method_fqcn+name+arity,,0,,,0,,3,,,1,0.7.0
5801572::blob,5801572,blob,none,git@github.com:apache/tapestry-5.git,542950fc0266e8f9be1aacb5d6ba92146ae20f1b,False,542950fc0266e8f9be1aacb5d6ba92146ae20f1b,/plastic/src/main/java/org/apache/tapestry5/internal/plastic/DelegatingAnnotationAccess.java,org.apache.tapestry5.internal.plastic.DelegatingAnnotationAccess,class_fqcn,8,3,1,0,4,0,20,4,2,,0.7.0
5801572::data class,5801572,data class,none,git@github.com:apache/tapestry-5.git,542950fc0266e8f9be1aacb5d6ba92146ae20f1b,False,542950fc0266e8f9be1aacb5d6ba92146ae20f1b,/plastic/src/main/java/org/apache/tapestry5/internal/plastic/DelegatingAnnotationAccess.java,org.apache.tapestry5.internal.plastic.DelegatingAnnotationAccess,class_fqcn,8,3,1,0,4,0,20,4,2,,0.7.0
5801932::feature envy,5801932,feature envy,none,git@github.com:apache/tapestry-5.git,542950fc0266e8f9be1aacb5d6ba92146ae20f1b,False,542950fc0266e8f9be1aacb5d6ba92146ae20f1b,/tapestry-core/src/main/java/org/apache/tapestry5/internal/TapestryInternalUtils.java,org.apache.tapestry5.internal.TapestryInternalUtils.toAsset2 Asset,method_fqcn+name+arity,,3,,,0,,18,,,2,0.7.0
5801932::long method,5801932,long method,none,git@github.com:apache/tapestry-5.git,542950fc0266e8f9be1aacb5d6ba92146ae20f1b,False,542950fc0266e8f9be1aacb5d6ba92146ae20f1b,/tapestry-core/src/main/java/org/apache/tapestry5/internal/TapestryInternalUtils.java,org.apache.tapestry5.internal.TapestryInternalUtils.toAsset2 Asset,method_fqcn+name+arity,,3,,,0,,18,,,2,0.7.0
5802620::blob,5802620,blob,none,git@github.com:apache/tapestry-5.git,542950fc0266e8f9be1aacb5d6ba92146ae20f1b,False,542950fc0266e8f9be1aacb5d6ba92146ae20f1b,/tapestry-core/src/main/java/org/apache/tapestry5/internal/structure/ComponentPageElementImpl.java,org.apache.tapestry5.internal.structure.ComponentPageElementImpl.BeginRenderPhase,class_fqcn,4,7,2,0,12,3,16,3,0,,0.7.0
5802620::data class,5802620,data class,none,git@github.com:apache/tapestry-5.git,542950fc0266e8f9be1aacb5d6ba92146ae20f1b,False,542950fc0266e8f9be1aacb5d6ba92146ae20f1b,/tapestry-core/src/main/java/org/apache/tapestry5/internal/structure/ComponentPageElementImpl.java,org.apache.tapestry5.internal.structure.ComponentPageElementImpl.BeginRenderPhase,class_fqcn,4,7,2,0,12,3,16,3,0,,0.7.0
5805223::blob,5805223,blob,none,git@github.com:apache/tapestry-5.git,542950fc0266e8f9be1aacb5d6ba92146ae20f1b,False,542950fc0266e8f9be1aacb5d6ba92146ae20f1b,/tapestry-ioc/src/main/java/org/apache/tapestry5/ioc/internal/ServiceBinderImpl.java,org.apache.tapestry5.ioc.internal.ServiceBinderImpl,class_fqcn,42,18,1,0,39,0,178,19,15,,0.7.0
5805223::data class,5805223,data class,none,git@github.com:apache/tapestry-5.git,542950fc0266e8f9be1aacb5d6ba92146ae20f1b,False,542950fc0266e8f9be1aacb5d6ba92146ae20f1b,/tapestry-ioc/src/main/java/org/apache/tapestry5/ioc/internal/ServiceBinderImpl.java,org.apache.tapestry5.ioc.internal.ServiceBinderImpl,class_fqcn,42,18,1,0,39,0,178,19,15,,0.7.0
7351641::blob,7351641,blob,none,git@github.com:spring-projects/spring-data-book.git,3a9d2e35184d5361f1d305f4eb84b5febf87b992,False,3a9d2e35184d5361f1d305f4eb84b5febf87b992,/mongodb/src/main/java/com/oreilly/springdata/mongodb/core/Customer.java,com.oreilly.springdata.mongodb.core.Customer,class_fqcn,9,6,2,0,4,24,35,9,3,,0.7.0
7351641::data class,7351641,data class,major,git@github.com:spring-projects/spring-data-book.git,3a9d2e35184d5361f1d305f4eb84b5febf87b992,False,3a9d2e35184d5361f1d305f4eb84b5febf87b992,/mongodb/src/main/java/com/oreilly/springdata/mongodb/core/Customer.java,com.oreilly.springdata.mongodb.core.Customer,class_fqcn,9,6,2,0,4,24,35,9,3,,0.7.0
7351843::blob,7351843,blob,none,git@github.com:spring-projects/spring-data-book.git,3a9d2e35184d5361f1d305f4eb84b5febf87b992,False,3a9d2e35184d5361f1d305f4eb84b5febf87b992,/hadoop/file-polling/src/main/java/com/oreilly/springdata/hadoop/filepolling/FsShellWritingMessageHandler.java,com.oreilly.springdata.hadoop.filepolling.FsShellWritingMessageHandler,class_fqcn,37,17,2,0,33,74,148,16,12,,0.7.0
7351843::data class,7351843,data class,none,git@github.com:spring-projects/spring-data-book.git,3a9d2e35184d5361f1d305f4eb84b5febf87b992,False,3a9d2e35184d5361f1d305f4eb84b5febf87b992,/hadoop/file-polling/src/main/java/com/oreilly/springdata/hadoop/filepolling/FsShellWritingMessageHandler.java,com.oreilly.springdata.hadoop.filepolling.FsShellWritingMessageHandler,class_fqcn,37,17,2,0,33,74,148,16,12,,0.7.0
6612013::blob,6612013,blob,none,git@github.com:Esri/arcgis-runtime-samples-android.git,22b9a4c99c82a75a128b64703c0c1ffb2f9f5293,False,22b9a4c99c82a75a128b64703c0c1ffb2f9f5293,/java/feature-layer-definition-expression/src/main/java/com/esri/arcgisruntime/samples/featurelayerdefinitionexpression/MainActivity.java,com.esri.arcgisruntime.samples.featurelayerdefinitionexpression.MainActivity,class_fqcn,7,9,2,0,21,3,58,7,3,,0.7.0
